السنة ,الربع,المنطقة ,المدينة,الحي ,نوع العقار ,تصنيف العقار ,عدد الصفقات,متوسط الايجار  ر.س,متوسط الايجار لكل متر مربع ر.س
2026,1,مكة المكرمة,وبير,وبير,شقة,سكني,2,11400,42.5
2026,1,مكة المكرمة,سوق العين,سوق العين,شقة,سكني,4,14258.75,80.05
2026,1,مكة المكرمة,ام دوحه,ام دوحه,فيلا,سكني,1,12000,48
2026,1,مكة المكرمة,الطائف,الربوة,شقة,سكني,3,13000,77.84
2026,1,مكة المكرمة,مكة المكرمة,البيبان,مكتب,تجاري,1,0,0
2026,1,مكة المكرمة,السويس,السويس,دور,سكني,1,9600,74.88
2026,1,مكة المكرمة,مكة المكرمة,السوق الجديد,دور,سكني,2,13000,80.9
2026,1,مكة المكرمة,جدة,السامر,دور,سكني,28,33023.63,160.82
2026,1,مكة المكرمة,جدة,الأمير عبدالمجيد,مكتب,تجاري,1,0,0
2026,1,مكة المكرمة,جدة,الرحمانية,فيلا,سكني,34,46364.28,156.33
2026,1,مكة المكرمة,جدة,القوزين,محل,تجاري,39,0,0
2026,1,مكة المكرمة,الطائف,حوايا الجنوبية,مكتب,تجاري,5,0,0
2026,1,مكة المكرمة,جدة,الشروق,استديو,سكني,4,17600,702.06
2026,1,مكة المكرمة,الطائف,الحزم,محل,تجاري,10,0,0
2026,1,مكة المكرمة,البيضين,البيضين,شقة,سكني,21,12655.55,107.78
2026,1,مكة المكرمة,جدة,الفضيلة,دور,سكني,14,58892.3,251.16
2026,1,مكة المكرمة,مكة المكرمة,حي المروة الشمالي,شقة,سكني,2,18000,219.04
2026,1,مكة المكرمة,مكة المكرمة,الكعكية,استديو,سكني,2,11000,220
2026,1,مكة المكرمة,مكة المكرمة,الملك فهد,شقة,سكني,996,22722.2,148.52
2026,1,مكة المكرمة,وادى السدره,وادى السدره,شقة,سكني,1,12000,73.47
2026,1,مكة المكرمة,جدة,البشائر,معرض تجاري,تجاري,3,0,0
2026,1,مكة المكرمة,رابغ,الصناعية,محل,تجاري,14,0,0
2026,1,مكة المكرمة,الجموم - بحرة,الأصالة,دور,سكني,4,29750,91.92
2026,1,مكة المكرمة,جدة,بلدة ذهبان,دور,سكني,12,34900,255.77
2026,1,مكة المكرمة,جدة,الخمرة,مكتب,تجاري,4,0,0
2026,1,مكة المكرمة,مكة المكرمة,الشهداء,دور,سكني,3,8088.66,36.74
2026,1,مكة المكرمة,الجموم,الفتح,محل,تجاري,55,0,0
2026,1,مكة المكرمة,تربة,الصناعية,محل,تجاري,5,0,0
2026,1,مكة المكرمة,جدة,الفيحاء,مكتب,تجاري,95,0,0
2026,1,مكة المكرمة,جدة,الفيصلية,دور,سكني,13,59333.33,298.75
2026,1,مكة المكرمة,جدة,مشرفة,محل,تجاري,589,0,0
2026,1,مكة المكرمة,ثول,العلاء,شقة,سكني,4,18000,112.5
2026,1,مكة المكرمة,الطائف,سلطانة,استديو,سكني,4,12933.33,282.22
2026,1,مكة المكرمة,رنية,الملحة 1,شقة,سكني,6,16700,102.73
2026,1,مكة المكرمة,القنفذة,ام القحمه,شقة,سكني,1,9000,94.73
2026,1,مكة المكرمة,الكامل,ملح,شقة,سكني,4,17400,172.5
2026,1,مكة المكرمة,الطائف,الصيانة,دور,سكني,3,24000,97.06
2026,1,مكة المكرمة,جدة,المنارات,شقة,سكني,97,24363.01,176.42
2026,1,مكة المكرمة,الطائف,العرفاء الشرقية,شقة,سكني,34,15270.35,116.19
2026,1,مكة المكرمة,الحضن,الحضن,شقة,سكني,1,18000,60
2026,1,مكة المكرمة,القوبعية (القرين),القوبعية (القرين),شقة,سكني,1,18000,94.73
2026,1,مكة المكرمة,ثريبان,سبت شمران,دور,سكني,1,14400,72
2026,1,مكة المكرمة,جدة,ميناء جدة الاسلامي,شقة,سكني,2,24000,180
2026,1,مكة المكرمة,الطائف,الأخباب,شقة,سكني,521,16954.07,106.27
2026,1,مكة المكرمة,الطائف,الوكرة,شقة,سكني,47,14189.47,93.4
2026,1,مكة المكرمة,الطائف,أم العطف,محل,تجاري,7,0,0
2026,1,مكة المكرمة,حلي - كياد,كياد,شقة,سكني,15,12185.71,107.11
2026,1,مكة المكرمة,الطائف,القطبية الشرقية,شقة,سكني,241,16329.18,109.42
2026,1,مكة المكرمة,الطائف,المليساء,دور,سكني,2,16500,122.71
2026,1,مكة المكرمة,جدة,الأجاويد,محل,تجاري,218,0,0
2026,1,مكة المكرمة,جدة,الرحاب,شقة,سكني,1413,24873.5,224.01
2026,1,مكة المكرمة,المازنيه,المازنيه,شقة,سكني,3,19333.33,120.8
2026,1,مكة المكرمة,جدة,النزهة,استديو,سكني,204,14435.02,522.13
2026,1,مكة المكرمة,مكة المكرمة,الصفوة,دور,سكني,2,21500,140
2026,1,مكة المكرمة,رابغ,الربوة,محل,تجاري,16,0,0
2026,1,مكة المكرمة,جدة,السنابل,استديو,سكني,54,15129.72,409.2
2026,1,مكة المكرمة,مكة المكرمة,الروضة,معرض تجاري,تجاري,7,0,0
